MarMam observation ID num	MarMam individual ID num PK	Animal ID	Vernacular name	Date event observed	Date event observed confidence	Date event reported	Observation type	Gear type	Latitude 	Longitude 	Coordiante Capture method 	Location 	Area descriptor	NZ Regions	Physical population	General description of conditions	Description	Event remarks 	Platform	DOC response	Agency notified	DNA test results Haplotype	sex	Age class	Length cm	Suspected primary cause of death	Necropsy status	Necropsy results	Necropsy results details	Result confidence (for human-related cause of death only)
980	69		Hector's dolphin	1/12/85 0:00	Estimated	1985-12-01	Entangled - caught in gear (dead)	Commercial set net	-42.4312	173.7105	Estimated location	Kaikoura - left on new wharf	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Reported by the Commercial Set Netter Involved (Exact day is not known) Left on New Wharf, Kaikoura"	MONZ number 2029	Commercial fishing vessel	Post mortem	Unknown		Male	Adult	129	Sent for necropsy	Complete	Entanglement		Known
981	70		Hector's dolphin	2/12/85 0:00	Estimated	1985-12-02	Beachcast (dead on shore)	Not Applicable	-43.5235	172.7387	Estimated location	New Brighton beach	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Cause of death unknown (Exact day is not certain)Picked up off beach in New Brighton Area and handed to MAF	"MONZ number 2001, from UoA: netted?? alternate code = CETOS 8508"	Land	Post mortem	Unknown	C	Female	Adult	139	Sent for necropsy	Complete	Indeterminable		Not applicable
983	72		Hector's dolphin	5/12/85 0:00	Actual	1985-12-05	Entangled - caught in gear (dead)	Commercial set net	-43.5235	172.7387	Estimated location	"New Brighton beach, 500 yards (Close Inshore), 20 feet deep "	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Reported by the Commercial Set Netter Involved. New Brighton Beach. Caught in gill net 500 yards off New Brighton 20 ft deep	Not required	Commercial fishing vessel	Post mortem	Unknown		Male	Adult	127.5	Sent for necropsy	Complete	Entanglement		Known
984	73		Maui dolphin	14/12/85 0:00	Actual	1985-12-14	Historic mortality - type unknown	Unknown	-38.9911	174.3597	Estimated location	"Onareo Beach, New Plymouth"	CEP-Pariokariwa Point to New Plymouth	Taranaki	WCNI	Unknown	No details	Not required	Platform not specified	Response not required	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
985	74		Hector's dolphin	20/01/86 0:00	Estimated	1986-01-26	Entangled - beachcast	Recreational set net	-43.7533	172.92667	GPS - Subject location	"Duvauchelles, in front of pub, Akaroa."	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Amateur Set Netter. Found in front of Duvauchelles Pub on 26/1/86. Fairly rotten dead at least a week	"monz number 2019, from UoA: Tl = 130cm teeth samples alternate code = CETOS 8610"	Land	Post mortem	Unknown	C	Male	Adult	130	Sent for necropsy	Complete	Entanglement		Possible
986	75		Hector's dolphin	31/01/86 0:00	Actual	1986-02-05	Entangled - caught in gear (dead)	Commercial set net	-42.5433	173.5466	Estimated location	"2 nm offshore just north of Haumuri Bluffs, Kaikoura, 25 fathoms"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Caught by Commercial Set Netter 2 nm off in 25 fathoms of water	monz number 2021	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	139.6	Sent for necropsy	Complete	Entanglement		Known
987	76		Hector's dolphin	17/02/86 0:00	Actual	1986-02-17	Entangled - caught in gear (dead)	Commercial set net	-43.5996	172.9326	Estimated location	"3 nm off Pigeon Bay in 10 feet, inside corner of net was in 2.6 miles offshore"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Commercial Set Netter. Pigeon Bay Area, 3 miles off shore in 10 fathoms. A lot of Hector's Dolphins around from time net was set until it was lifted out"	monz 2023	Commercial fishing vessel	Post mortem	Unknown		Male	Juvenile	111	Sent for necropsy	Complete	Entanglement		Known
987	560		Hector's dolphin	17/02/86 0:00	Actual	1986-02-17	Entangled - caught in gear (dead)	Commercial set net	-43.5996	172.9326	Estimated location	"3 nm off Pigeon Bay in 10 feet, inside corner of net was in 2.6 miles offshore"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Commercial Set Netter. Pigeon Bay Area, 3 miles off shore in 10 fathoms. A lot of Hector's Dolphins around from time net was set until it was lifted out"	monz 2023	Commercial fishing vessel	Post mortem	Unknown		Male	Adult	113	Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
989	77		Hector's dolphin	23/02/86 0:00	Actual	1986-02-23	Entangled - caught in gear (dead)	Commercial set net	-43.5235	172.7387	Estimated location	New Brighton beach(Close Inshore)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Commercial Set Netter. New Brighton Beach. Chilled soon after return from fishing 	monz 2028	Commercial fishing vessel	Post mortem	Unknown		Male	Adult	114	Sent for necropsy	Complete	Entanglement		Known
990	78		Hector's dolphin	1/05/86 0:00	Actual	1986-05-01	Entangled - caught in gear (dead)	Commercial set net	-43.5235	172.7387	Estimated location	New Brighton beach(Close Inshore)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Commercial Set Netter, New Brighton Beach. Fresh - has not been refridgerated. Had tail removed to get out of net"	monz 2004	Commercial fishing vessel	Post mortem	Unknown		Male	Adult	107.5	Sent for necropsy	Complete	Entanglement		Known
991	79		Hector's dolphin	14/05/86 0:00	Actual	1986-05-14	Entangled - caught in gear (dead)	Commercial set net	-43.5235	172.7387	Estimated location	New Brighton beach (Close Inshore)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Commercial Set Netter in 30-40 ft of water	monz 2033	Commercial fishing vessel	Post mortem	Unknown		Female	Juvenile	119	Sent for necropsy	Complete	Entanglement		Known
992	80		Hector's dolphin	15/05/86 0:00	Estimated	1986-05-15	Entangled - caught in gear (dead)	Commercial set net	-43.3956	169.842	Estimated location	Gillespies Point (Close inshore)	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Commercial Set Netter (Exact day is not certain) from haast.Net cuts on dorsal, pectorals and flukes"	monz 2027	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	134.5	Sent for necropsy	Complete	Entanglement		Known
992	81		Hector's dolphin	15/05/86 0:00	Estimated	1986-05-15	Entangled - caught in gear (dead)	Commercial set net	-43.3956	169.842	Estimated location	Gillespies Point (Close inshore)	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Commercial Set Netter (Exact day is not certain) from haast.Net cuts on dorsal, pectorals and flukes"	monz 2027	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	117	Sent for necropsy	Complete	Entanglement		Known
994	82		Hector's dolphin	14/11/86 0:00	Actual	1986-11-14	Entangled - caught in gear (dead)	Commercial set net	-43.4833	172.9	GPS - Observer location	"7.4nml offshore Pegasus Bay, 13 fathoms deep."	CEP-Other (South Island)	Canterbury	ECSI	Unknown	13 Feet of Water Commercial Set Netter. Pegasus Bay - 7.4 miles offshore	Stomach contained milk and squid beaks	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	106	Sent for necropsy	Complete	Entanglement		Known
994	83		Hector's dolphin	14/11/86 0:00	Actual	1986-11-14	Entangled - caught in gear (dead)	Commercial set net	-43.4833	172.9	GPS - Observer location	"7.4nml offshore Pegasus Bay, 13 fathoms deep."	CEP-Other (South Island)	Canterbury	ECSI	Unknown	13 Feet of Water Commercial Set Netter. Pegasus Bay - 7.4 miles offshore	Stomach contained milk and squid beaks	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	119	Sent for necropsy	Complete	Entanglement		Known
996	84		Hector's dolphin	27/11/86 0:00	Actual	1986-11-27	Historic mortality - type unknown	Unknown	-42.2656	173.807	Estimated location	"Rakuatara, Kaikoura"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	No details	Not required	Platform not specified	Response not required	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
997	85		Hector's dolphin	2/12/86 0:00	Actual	1986-12-02	Entangled - caught in gear (dead)	Commercial set net	-43.5235	172.7387	Estimated location	New Brighton (Close Inshore)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Commercial Set Netter, Close inshore, new brighton"	monz 2030	Commercial fishing vessel	Post mortem	Unknown		Male	Adult	117	Sent for necropsy	Complete	Entanglement		Known
998	86		Hector's dolphin	5/12/86 0:00	Actual	1986-12-05	Entangled - caught in gear (dead)	Commercial set net	-43.1663	172.7883	Estimated location	Off Amberley Beach (In 8 feet)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Commercial Set Netter. Off Amberley beach	Not required	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	117.2	Sent for necropsy	Complete	Entanglement		Known
999	87		Hector's dolphin	7/12/86 0:00	Actual	1986-12-07	Entangled - caught in gear (dead)	Trawl net	-43.8062	172.9648	Estimated location	"Akaroa, Smiles south peninsula and 1/2 mile off land"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Caught in trawl net. 8 miles south peninsula and 1/2 mile off land	monz 2015	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	132	Sent for necropsy	Complete	Entanglement		Known
1000	88		Hector's dolphin	7/12/86 0:00	Actual	1986-12-07	Beachcast (dead on shore)	Not Applicable	-46.1896	167.5952	Estimated location	Te Wae Wae Bay beach (blue cliffs)	CEP-Other (South Island)	Southland	SCSI	Unknown	Not sure if caught in net - see MAF form (unavailable at present) found on Te Wae Wae Beach (Blue Cliffs) 	monz 2020	Land	Post mortem	Unknown		Female	Adult	134	Sent for necropsy	Complete	Indeterminable		Not applicable
1001	89		Hector's dolphin	1/01/87 0:00	Actual	1987-01-01	Beachcast (dead on shore)	Unknown	-43.8925	172.9594	Estimated location	"Just north of Green Point, Akaroa Harbour"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Very rotten carcass, flensed only and no measurements were possible, collected from beach just north of Green Pt"	monz 2007	Land	Post mortem	Unknown		Female	Juvenile		Sent for necropsy	Complete	Entanglement		Possible
1002	90		Hector's dolphin	2/01/87 0:00	Actual	1987-01-02	Beachcast (dead on shore)	Unknown	-43.5214	172.7375	Estimated location	South Brighton Beach	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Caught in unknown net. Found on South Brighton Beach.	skeleton at Akaroa Museum	Land	Post mortem	Unknown		Male	Adult	127	Sent for necropsy	Complete	Entanglement		Possible
1003	91		Hector's dolphin	7/01/87 0:00	Actual	1987-01-07	Historic mortality - type unknown	Unknown	-43.8925	172.9594	Estimated location	Akaroa Harbour	CEP-Other (South Island)	Canterbury	ECSI	Unknown	No details	Not required	Platform not specified	Response not required	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1004	92		Hector's dolphin	16/01/87 0:00	Actual	1987-01-16	Entangled - caught in gear (dead)	Commercial set net	-43.5769	172.7884	Estimated location	1.5 nm off Taylor's Mistake (in 9 fanthoms)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Commercial Set Netter. 1.5 miles off taylors mitake ~ 9 fathoms	Not required	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	118	Sent for necropsy	Complete	Entanglement		Known
1004	559		Hector's dolphin	16/01/87 0:00	Actual	1987-01-16	Entangled - caught in gear (dead)	Commercial set net	-43.5769	172.7884	Estimated location	1.5 nm off Taylor's Mistake (in 9 fanthoms)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Commercial Set Netter. 1.5 miles off taylors mitake ~ 9 fathoms	Not required	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	119.2	Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1006	94		Hector's dolphin	25/01/87 0:00	Actual	1987-01-26	Entangled - caught in gear (dead)	Recreational set net	-43.8925	172.9594	Estimated location	"Off Carcases, Akaroa Harbour"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Found floating off Carcases, Flensed at CTP and put to sealice. Dead at least 7-10 days. Pix taken 25/1/87"	monz 2010	Platform not specified	Post mortem	Unknown		Male	Adult	131	Sent for necropsy	Complete	Entanglement		Known
1007	95		Hector's dolphin	30/01/87 0:00	Actual	1987-01-30	Beachcast (dead on shore)	Recreational set net	-43.5698	172.7765	Estimated location	Sumner	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Suspected amateur set net. Collected at Sumner. Found on beach dead. Very Smell - eyes and genital slit had been scavenged upon. Must've been dead a day or 2 then frozen	"monz 2011 from UoA: bone and tissue fragments from MoNZ alternate code = CETOS 8730, monz2011"	Land	Post mortem	Unknown	C	Female	Adult	127	Sent for necropsy	Complete	Entanglement		Possible
1008	96		Hector's dolphin	31/01/87 0:00	Actual	1987-01-31	Entangled - caught in gear (dead)	Unknown set net	-43.7771	172.9266	Estimated location	"Robinson's bay, Akaroa Harbour. Caught off boat sheds on west side of Onawe within 50m of shore, in 20ft of water. "	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Found floating 50 m off boatsheds on western side. Apparently entangled by tail only when found, Appeared to have gone through net, then caught up by tail. "	monz 2003	Platform not specified	Post mortem	Unknown		Male	Adult	104.6	Sent for necropsy	Complete	Entanglement		Known
1009	97		Hector's dolphin	3/02/87 0:00	Actual	1987-02-03	Beachcast (dead on shore)	Not Applicable	-45.0885	170.9835	Estimated location	"200m south of Awamoa Creek, just south of Cape Wanbrow - Oamaru"	CEP-Other (South Island)	Otago	ECSI	Unknown	No sign of net entanglement. Found on beach 200 m S of Awamoa just S of Cape Wanbraw and taken to museum	monz 2012	Land	Post mortem	Unknown		Male	Adult	132	Sent for necropsy	Complete	Indeterminable		Not applicable
1010	98		Hector's dolphin	5/02/87 0:00	Actual	1987-02-05	Beachcast (dead on shore)	Not Applicable	-45.0885	170.9835	Estimated location	Oamaru	CEP-Other (South Island)	Otago	ECSI	Unknown	"monz database: FOUND ON BEACH, SENT TO CHCH BY MUSEUM STAFF"	date recorded as 02/05/1987 in MONZ database	Land	Response not required	Unknown		Male	Adult	132	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1011	99		Hector's dolphin	10/02/87 0:00	Actual	1987-02-10	Beachcast (dead on shore)	Recreational set net	-43.8144	172.9534	Estimated location	"Glen Bay, Akaroa, 200-300m south of lighthouse"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Suspected amateur set net, Glen Bay Akaroa, 200-300 m S of Lighthouse. Almost certainly caught in a setnet. Top of dorsal fin cut off"	monz 2026	Land	Post mortem	Unknown		Female	Juvenile	109	Sent for necropsy	Complete	Entanglement		Probable
1012	100		Hector's dolphin	27/02/87 0:00	Actual	1987-02-27	Entangled - caught in gear (dead)	Commercial set net	-43.5235	172.7387	Estimated location	New Brighton beach (Close Inshore)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Commercial Set Netter - extremely fresh. New Brighton Beach	Not required	Commercial fishing vessel	Post mortem	Unknown		Female	Juvenile	90	Sent for necropsy	Complete	Entanglement		Known
1013	101		Hector's dolphin	3/03/87 0:00	Actual	1987-03-03	Historic mortality - type unknown	Unknown	-40.5116	172.8983	Estimated location	"Ocean Beach, Farewell Spit"	CEP-Other (South Island)	Tasman	NCSI	Unknown	monz database:'MEASUREMENTS TAKEN 14HRS AFTER FIRST FOUND	Not required	Platform not specified	Response not required	Unknown		Female	Adult	143	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1014	102		Hector's dolphin	1/09/87 0:00	Estimated	1987-09-03	Entangled - caught in gear (dead)	Trawl net	-43.3691	172.7132	Estimated location	"Pegasus Bay, 4-5 nml of Lyttelton heads"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Commercial Trawler - Trawling for cod and flats (lots of anchovies about)(Exact day is uncertain) Frozen, thawed and dissected at Kaikoura"	monz 2022	Commercial fishing vessel	Post mortem	Unknown		Female	Adult	128	Sent for necropsy	Complete	Entanglement		Known
1015	103		Hector's dolphin	2/10/87 0:00	Actual	1987-10-02	Entangled - caught in gear (dead)	Commercial set net	-43.5179	173.0011	Estimated location	15-17 nm NE Godley Head in 18 Fathoms	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Commercial Set Netter, 18 fathoms. 15-17 miles NE of Godley Heads "	"monz 2008, head given to recoverer, from UoA: netted alternate code = CETOS 8736, monz2008"	Commercial fishing vessel	Post mortem	Unknown	A	Female	Adult	134.6	Sent for necropsy	Complete	Entanglement		Known
1016	104		Hector's dolphin	4/11/87 0:00	Actual	1987-11-07	Entangled - caught in gear (dead)	Commercial set net	-43.5235	172.7387	Estimated location	New Brighton in 6-8 metres	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Commercial Set Netter , very poor vis, <1ft after big NW."	"monz 2002, from UoA: gillnet alternate code = CETOS 8737, monz2002"	Commercial fishing vessel	Post mortem	Unknown	C	Female	Adult	142.5	Sent for necropsy	Complete	Entanglement		Known
